date,item,buy,sell,repay,prev,balance
2018-08-23,融券(交易單位),27216,31946,1766,383730,386694
2018-08-23,融資(交易單位),206713,165950,7074,8776648,8810337
2018-08-23,融資金額(仟元),4154388,4038240,169269,173743091,173689970
