date,item,buy,sell,repay,prev,balance
2019-10-31,融券(交易單位),25753,30530,3399,817095,818473
2019-10-31,融資(交易單位),234384,233066,4792,7566096,7562622
2019-10-31,融資金額(仟元),6688373,7276098,91152,141418320,140739443
