date,item,buy,sell,repay,prev,balance
2023-12-29,融券(交易單位),16200,26078,489,350349,359738
2023-12-29,融資(交易單位),283290,250379,6780,7972953,7999084
2023-12-29,融資金額(仟元),10931449,10413836,202802,247699426,248014237
