date,item,buy,sell,repay,prev,balance
2017-12-29,融券(交易單位),30732,32840,2790,549659,548977
2017-12-29,融資(交易單位),309240,289141,8815,9516267,9527551
2017-12-29,融資金額(仟元),5890919,5677022,220413,173003727,172997211
