date,item,buy,sell,repay,prev,balance
2018-11-08,融券(交易單位),41639,57140,1272,570897,585126
2018-11-08,融資(交易單位),194495,182243,8888,7203014,7206378
2018-11-08,融資金額(仟元),4191827,4061323,1342965,125423368,124210907
