date,item,buy,sell,repay,prev,balance
2025-09-26,融券(交易單位),42661,22727,7994,331781,303853
2025-09-26,融資(交易單位),294814,346080,14026,7301780,7236488
2025-09-26,融資金額(仟元),14721807,17932234,507327,275265205,271547451
