date,item,buy,sell,repay,prev,balance
2020-08-04,融券(交易單位),40815,33045,5610,703700,690320
2020-08-04,融資(交易單位),359841,323481,4919,7075457,7106898
2020-08-04,融資金額(仟元),10275956,9414241,94443,146889832,147657104
