date,item,buy,sell,repay,prev,balance
2025-08-11,融券(交易單位),18843,24331,2379,251486,254595
2025-08-11,融資(交易單位),316900,250779,5087,6964048,7025082
2025-08-11,融資金額(仟元),17620044,13522352,204803,238616660,242509549
