date,item,buy,sell,repay,prev,balance
2024-11-05,融券(交易單位),10666,32584,753,303290,324455
2024-11-05,融資(交易單位),248073,248819,4752,9556569,9551071
2024-11-05,融資金額(仟元),10557673,10630937,193725,326831775,326564786
