date,item,buy,sell,repay,prev,balance
2023-05-16,融券(交易單位),15962,22320,1608,315853,320603
2023-05-16,融資(交易單位),226860,185983,4572,7047594,7083899
2023-05-16,融資金額(仟元),6817899,6574737,139691,175426860,175530331
