date,item,buy,sell,repay,prev,balance
2023-01-09,融券(交易單位),24717,22572,2522,607460,602793
2023-01-09,融資(交易單位),212845,285552,11172,6767846,6683967
2023-01-09,融資金額(仟元),6569645,8086082,261713,164378023,162599873
