date,item,buy,sell,repay,prev,balance
2017-11-07,融券(交易單位),26559,77346,6723,542353,586417
2017-11-07,融資(交易單位),347170,348258,6795,9133572,9125689
2017-11-07,融資金額(仟元),7633537,7936073,78614,168303749,167922599
