date,item,buy,sell,repay,prev,balance
2021-03-11,融券(交易單位),32928,35809,6345,881770,878306
2021-03-11,融資(交易單位),431188,422416,5612,8939492,8942652
2021-03-11,融資金額(仟元),13868639,12354819,130242,214442225,215825802
