date,item,buy,sell,repay,prev,balance
2015-10-19,融券(交易單位),28954,31090,4073,538758,536821
2015-10-19,融資(交易單位),298749,304125,6338,8828589,8816875
2015-10-19,融資金額(仟元),5856971,5444074,87574,135404709,135730032
