date,item,buy,sell,repay,prev,balance
2019-05-22,融券(交易單位),21913,32881,753,350103,360318
2019-05-22,融資(交易單位),154715,122588,5500,7044222,7070849
2019-05-22,融資金額(仟元),3420328,3138670,96661,124666736,124851732
