date,item,buy,sell,repay,prev,balance
2019-07-03,融券(交易單位),22102,70049,4432,560717,604232
2019-07-03,融資(交易單位),233500,200354,7239,7172015,7197922
2019-07-03,融資金額(仟元),5746307,4858703,182393,122489025,123194236
