date,item,buy,sell,repay,prev,balance
2020-03-26,融券(交易單位),32152,65177,11331,491055,512749
2020-03-26,融資(交易單位),281892,238892,6149,5279784,5316635
2020-03-26,融資金額(仟元),4986513,5207842,104505,90396732,90070898
