date,item,buy,sell,repay,prev,balance
2016-04-07,融券(交易單位),49046,37491,5436,288983,271992
2016-04-07,融資(交易單位),277348,226407,4701,8950738,8996978
2016-04-07,融資金額(仟元),5360445,4525906,84571,139300240,140050208
