date,item,buy,sell,repay,prev,balance
2021-01-14,融券(交易單位),31175,35202,5137,1086054,1084944
2021-01-14,融資(交易單位),576036,571880,7760,8813923,8810319
2021-01-14,融資金額(仟元),19152008,15454949,234729,195212571,198674900
