date,item,buy,sell,repay,prev,balance
2017-07-06,融券(交易單位),19477,25427,4472,291589,293067
2017-07-06,融資(交易單位),211812,228933,5438,8720146,8697587
2017-07-06,融資金額(仟元),4904490,5227315,146030,146864990,146396135
