date,item,buy,sell,repay,prev,balance
2022-06-01,融券(交易單位),31153,25063,2011,495039,486938
2022-06-01,融資(交易單位),252024,209837,4665,8199488,8237010
2022-06-01,融資金額(仟元),9508481,8039006,187370,240591083,241873188
