date,item,buy,sell,repay,prev,balance
2020-12-08,融券(交易單位),41151,48879,1613,1127981,1134096
2020-12-08,融資(交易單位),587851,566301,9022,8260192,8272720
2020-12-08,融資金額(仟元),13640276,13001661,160339,174270489,174748765
