date,item,buy,sell,repay,prev,balance
2019-10-17,融券(交易單位),17890,33915,1993,762052,776084
2019-10-17,融資(交易單位),227454,209564,3093,7577044,7591841
2019-10-17,融資金額(仟元),5955186,4958156,77583,137764433,138683880
