date,item,buy,sell,repay,prev,balance
2021-10-07,融券(交易單位),44967,61719,2172,557855,572435
2021-10-07,融資(交易單位),277303,277851,8051,8704151,8695552
2021-10-07,融資金額(仟元),9481260,9241408,451067,251252032,251040817
