date,item,buy,sell,repay,prev,balance
2015-12-25,融券(交易單位),26189,35383,929,548608,556873
2015-12-25,融資(交易單位),223392,215537,13003,9231440,9226293
2015-12-25,融資金額(仟元),3380747,3329902,223776,145864186,145691255
