date,item,buy,sell,repay,prev,balance
2023-12-13,融券(交易單位),22878,24212,2930,314638,313042
2023-12-13,融資(交易單位),334524,289358,4848,7893665,7933983
2023-12-13,融資金額(仟元),12982667,12074064,143544,240712461,241477519
