date,item,buy,sell,repay,prev,balance
2026-07-31,融券(交易單位),49599,35573,1864,204214,188324
2026-07-31,融資(交易單位),842705,389206,10552,8701432,9144379
2026-07-31,融資金額(仟元),33783271,18478346,1707937,493865783,507462771
