date,item,buy,sell,repay,prev,balance
2015-07-16,融券(交易單位),28104,42853,818,327470,341401
2015-07-16,融資(交易單位),247080,232071,8908,10476268,10482368
2015-07-16,融資金額(仟元),4864537,4895399,160338,181689627,181498427
