date,item,buy,sell,repay,prev,balance
2019-06-17,融券(交易單位),20127,16115,2759,384068,377297
2019-06-17,融資(交易單位),155661,120487,4494,7137298,7167978
2019-06-17,融資金額(仟元),3307997,3060748,119483,123951486,124079252
