date,item,buy,sell,repay,prev,balance
2024-06-27,融券(交易單位),19624,16037,6422,241516,231507
2024-06-27,融資(交易單位),324609,319692,4149,8941966,8942734
2024-06-27,融資金額(仟元),14778786,14086472,274503,317565136,317982947
