date,item,buy,sell,repay,prev,balance
2021-11-22,融券(交易單位),25020,31771,12019,599246,593978
2021-11-22,融資(交易單位),435103,455186,3473,9376403,9352847
2021-11-22,融資金額(仟元),14828251,15021493,127505,275671807,275351060
