date,item,buy,sell,repay,prev,balance
2016-02-18,融券(交易單位),22224,25189,766,485260,487459
2016-02-18,融資(交易單位),313555,316224,10661,9009967,8996637
2016-02-18,融資金額(仟元),6119216,5965325,133319,133690502,133711074
