date,item,buy,sell,repay,prev,balance
2025-03-07,融券(交易單位),25606,26470,3224,294475,292115
2025-03-07,融資(交易單位),238976,220848,5634,8265989,8278483
2025-03-07,融資金額(仟元),11019834,11498051,279819,328609499,327851463
