date,item,buy,sell,repay,prev,balance
2022-04-22,融券(交易單位),33599,48553,627,331161,345488
2022-04-22,融資(交易單位),302146,293544,4989,8838967,8842580
2022-04-22,融資金額(仟元),9617948,8978122,181817,264441722,264899731
