date,item,buy,sell,repay,prev,balance
2026-08-10,融券(交易單位),17314,28202,996,192740,202632
2026-08-10,融資(交易單位),436013,412135,7092,8986437,9003223
2026-08-10,融資金額(仟元),38849343,30849674,368618,537664510,545295561
