date,item,buy,sell,repay,prev,balance
2023-08-31,融券(交易單位),20467,29510,7297,326980,328726
2023-08-31,融資(交易單位),234878,203295,6418,7398088,7423253
2023-08-31,融資金額(仟元),11104275,9116094,232270,217629337,219385248
