date,item,buy,sell,repay,prev,balance
2023-06-26,融券(交易單位),29930,30670,2188,315808,314360
2023-06-26,融資(交易單位),348866,308432,7611,7426845,7459668
2023-06-26,融資金額(仟元),11168521,10592046,270210,193903233,194209498
