date,item,buy,sell,repay,prev,balance
2022-02-21,融券(交易單位),50427,35767,8301,495185,472224
2022-02-21,融資(交易單位),396496,351501,5221,9008081,9047855
2022-02-21,融資金額(仟元),13372902,10401257,151587,267034642,269854700
