date,item,buy,sell,repay,prev,balance
2020-08-06,融券(交易單位),27300,43571,2813,699078,712536
2020-08-06,融資(交易單位),420882,403833,4378,7176844,7189515
2020-08-06,融資金額(仟元),12845765,12646220,95294,149662998,149767249
