date,item,buy,sell,repay,prev,balance
2016-05-04,融券(交易單位),39783,46332,340,294852,301061
2016-05-04,融資(交易單位),208516,204465,5953,8638795,8636893
2016-05-04,融資金額(仟元),3795651,3709936,150258,135178473,135113930
