date,item,buy,sell,repay,prev,balance
2018-09-13,融券(交易單位),33209,47223,2260,439603,451357
2018-09-13,融資(交易單位),158635,159310,7749,8437405,8428981
2018-09-13,融資金額(仟元),3665092,3845728,276917,161755681,161298128
