date,item,buy,sell,repay,prev,balance
2016-07-28,融券(交易單位),19261,33666,1057,335484,348832
2016-07-28,融資(交易單位),293767,287601,10487,8577501,8573180
2016-07-28,融資金額(仟元),5160429,5136580,188010,131532086,131367925
