date,item,buy,sell,repay,prev,balance
2017-11-06,融券(交易單位),23799,39574,5074,531652,542353
2017-11-06,融資(交易單位),295438,273124,3527,9107294,9126081
2017-11-06,融資金額(仟元),7179483,6516409,72977,167560686,168150783
