date,item,buy,sell,repay,prev,balance
2023-11-09,融券(交易單位),23230,15675,7223,327332,312554
2023-11-09,融資(交易單位),208069,198181,4098,7510991,7516781
2023-11-09,融資金額(仟元),9760492,9099277,150534,226134896,226645577
