date,item,buy,sell,repay,prev,balance
2018-07-12,融券(交易單位),23990,45818,4048,308922,326702
2018-07-12,融資(交易單位),223485,211580,4275,9033458,9041088
2018-07-12,融資金額(仟元),6335528,5813262,121295,183991414,184392385
