date,item,buy,sell,repay,prev,balance
2015-07-20,融券(交易單位),37109,41872,1566,336485,339682
2015-07-20,融資(交易單位),272663,303141,9969,10492727,10452281
2015-07-20,融資金額(仟元),5303366,6526444,245180,181154823,179686565
