date,item,buy,sell,repay,prev,balance
2018-04-03,融券(交易單位),43066,23168,3835,273021,249288
2018-04-03,融資(交易單位),243332,234551,15245,9130895,9124431
2018-04-03,融資金額(仟元),5713818,5036636,343596,173790310,174123896
