date,item,buy,sell,repay,prev,balance
2015-01-15,融券(交易單位),33004,26437,6920,607070,593583
2015-01-15,融資(交易單位),434555,383003,5437,11733604,11779720
2015-01-15,融資金額(仟元),8102375,7410942,93977,209860541,210457997
