date,item,buy,sell,repay,prev,balance
2022-10-04,融券(交易單位),38651,51308,4388,611134,619403
2022-10-04,融資(交易單位),192292,213915,10824,6944675,6912228
2022-10-04,融資金額(仟元),5284934,5357295,234258,178045683,177739064
