date,item,buy,sell,repay,prev,balance
2019-08-15,融券(交易單位),36203,46922,1066,428810,438463
2019-08-15,融資(交易單位),226682,317603,3358,7178013,7083734
2019-08-15,融資金額(仟元),4918198,5211942,108400,129080111,128677966
