date,item,buy,sell,repay,prev,balance
2015-08-25,融券(交易單位),57009,71820,4497,430603,440916
2015-08-25,融資(交易單位),381289,489130,51151,8863450,8704457
2015-08-25,融資金額(仟元),5389613,8602427,1493783,132489237,127782640
