date,item,buy,sell,repay,prev,balance
2021-05-06,融券(交易單位),43345,62888,2027,468685,486201
2021-05-06,融資(交易單位),680278,664613,13741,9660677,9662601
2021-05-06,融資金額(仟元),19100475,19205095,336710,260229754,259788424
