date,item,buy,sell,repay,prev,balance
2024-09-06,融券(交易單位),24157,20330,2718,282910,276365
2024-09-06,融資(交易單位),260058,277240,4779,9464867,9442906
2024-09-06,融資金額(仟元),8730012,9025805,224141,310139829,309619895
