date,item,buy,sell,repay,prev,balance
2015-04-07,融券(交易單位),20005,20793,5602,193401,188587
2015-04-07,融資(交易單位),351705,362602,9049,11771829,11751882
2015-04-07,融資金額(仟元),8005051,7914512,140600,213888854,213838793
