date,item,buy,sell,repay,prev,balance
2020-10-12,融券(交易單位),39407,40612,4632,826945,823518
2020-10-12,融資(交易單位),351298,403905,4514,7472710,7415589
2020-10-12,融資金額(仟元),8316376,9211085,103332,153333846,152335805
