date,item,buy,sell,repay,prev,balance
2020-06-08,融券(交易單位),34766,35382,4530,870171,866257
2020-06-08,融資(交易單位),378803,367876,6187,6256060,6260800
2020-06-08,融資金額(仟元),8939742,9159687,112616,118181406,117848845
