date,item,buy,sell,repay,prev,balance
2017-08-17,融券(交易單位),18566,34727,1507,366793,381447
2017-08-17,融資(交易單位),348797,308126,9576,8586928,8618023
2017-08-17,融資金額(仟元),6737767,5903877,152061,146669723,147351552
