date,item,buy,sell,repay,prev,balance
2026-08-04,融券(交易單位),21262,34156,1246,185322,196970
2026-08-04,融資(交易單位),383105,465343,6449,9120700,9032013
2026-08-04,融資金額(仟元),35457103,28705274,372517,514755353,521134665
