date,item,buy,sell,repay,prev,balance
2023-03-23,融券(交易單位),34579,22070,16046,324931,296376
2023-03-23,融資(交易單位),251184,251776,6531,6943012,6935889
2023-03-23,融資金額(仟元),9456577,8858831,155630,170035290,170477406
