date,item,buy,sell,repay,prev,balance
2020-12-30,融券(交易單位),44075,38062,3570,1185802,1176219
2020-12-30,融資(交易單位),561758,492111,4361,8777489,8842775
2020-12-30,融資金額(仟元),11721491,10422116,117683,185949806,187131498
