date,item,buy,sell,repay,prev,balance
2020-06-30,融券(交易單位),34646,30386,3926,781536,773350
2020-06-30,融資(交易單位),309141,266230,3226,6331602,6371287
2020-06-30,融資金額(仟元),8952852,8071326,95860,124989092,125774758
