date,item,buy,sell,repay,prev,balance
2024-10-11,融券(交易單位),16387,26613,2711,294713,302228
2024-10-11,融資(交易單位),337894,285857,4702,9371392,9418727
2024-10-11,融資金額(仟元),12381346,12403328,197847,319321854,319102025
