date,item,buy,sell,repay,prev,balance
2020-11-09,融券(交易單位),46023,61007,18803,942059,938240
2020-11-09,融資(交易單位),434002,436799,6207,7619378,7610374
2020-11-09,融資金額(仟元),10410963,9714932,211222,155322285,155807094
