date,item,buy,sell,repay,prev,balance
2026-06-08,融券(交易單位),45136,41991,20470,261044,237429
2026-06-08,融資(交易單位),448089,658400,12716,9289942,9066915
2026-06-08,融資金額(仟元),30988069,45300869,1323873,566648874,551012201
